cell	phone	18.381338
consumer	energy	18.695674
confidence	consumer	19.605519
block	street	18.421818
man	woman	18.897231
radio	television	19.012459
five	month	20.632919
basketball	football	21.055067
drink	eat	21.522361
car	train	21.010154
brazil	mexico	21.912217
king	queen	21.31241
manslaughter	murder	22.478365
center	school	20.569097
group	precedent	25.868135
media	radio	18.826569
energy	secretary	20.602043
benchmark	index	21.276509
cash	money	20.371541
series	seven	21.37747
profit	warning	20.390602
life	term	19.264921
avenue	street	18.421818
start	year	18.752484
currency	money	20.371541
dividend	payment	22.498902
planet	star	22.663021
aluminum	metal	22.888313
football	tennis	21.055067
loss	profit	20.390602
death	life	19.264921
dollar	yen	19.831046
board	recommendation	22.971971
activity	travel	24.394204
computer	news	19.485391
insurance	peace	17.997086
lobster	wine	24.356236
psychiatry	psychology	23.908777
car	plane	21.010154
professor	student	22.503119
news	wednesday	19.485391
chemistry	physics	22.861472
life	stock	18.558652
medal	president	22.722156
marathon	sprint	25.337621
match	start	18.814461
peace	plan	20.804441
governor	interview	23.045594
american	japanese	21.940028
coast	shore	24.02311
gain	report	23.365635
focus	life	19.264921
culture	ministry	22.159499
place	street	18.421818
planet	sun	22.663021
century	year	18.313175
opera	performance	23.567741
dollar	money	17.156993
delay	news	19.485391
announcement	news	19.309332
children	street	18.421818
glass	metal	22.888313
food	lobster	19.381503
liquid	water	22.360928
psychology	science	23.908777
tiger	tiger	20.257729
century	nation	22.87483
kind	type	24.14729
harvard	yale	22.314684
mars	water	22.360928
money	operation	20.371541
doctor	nurse	22.809242
association	journal	21.113248
eye	skin	24.083864
airport	problem	23.993666
car	drink	17.118945
attempt	peace	20.804441
lobster	seafood	22.920652
championship	tournament	22.62867
development	issue	22.498902
animal	tiger	22.11127
effort	investigation	24.115228
bread	butter	22.783819
food	seafood	21.826288
food	fruit	22.478365
bird	crane	27.815668
automobile	car	21.010154
equipment	phone	18.381338
moon	planet	22.663021
kilometer	mile	24.247984
atmosphere	peace	20.668557
hike	production	25.068434
drink	mother	21.522361
football	soccer	21.055067
jazz	rock	23.504082
gain	media	19.466308
insurance	line	23.908777
cup	food	22.251594
governor	man	17.385891
development	population	22.498902
museum	theater	23.567741
experience	music	22.095546
history	theater	23.567741
music	project	22.095546
car	jaguar	21.010154
cat	tiger	22.11127
smart	student	21.86422
hotel	month	20.632919
gin	vodka	24.841663
doctor	personnel	22.809242
doctor	professor	19.870642
phone	stock	16.390615
media	trading	21.05127
image	surface	26.716132
coast	forest	22.898565
isolation	situation	25.868135
forest	wood	23.567741
announcement	effort	20.663311
hospital	infrastructure	26.716132
lad	wizard	26.922583
car	flight	21.010154
smart	stupid	25.265471
live	stock	23.346899
brandy	vodka	24.841663
cup	substance	24.841663
holy	sex	28.301095
architecture	century	22.87483
prejudice	recognition	28.301095
buck	dollar	19.831046
article	cup	24.841663
recess	sign	28.301095
cucumber	potato	27.453098
combination	direction	29.03806
coast	hill	24.02311
chance	credibility	26.53556
approach	sugar	27.453098
drink	ear	21.522361
announcement	production	19.946665
mammal	tiger	22.11127
gem	jewel	27.453098
cemetery	woodland	28.301095
discipline	psychology	23.908777
bishop	rabbi	28.301095
conclusion	situation	25.868135
example	precedent	25.868135
atmosphere	landscape	24.14729
boy	lad	26.922583
chemistry	space	22.861472
brother	lad	26.922583
minority	peace	20.804441
journey	voyage	27.453098
information	precedent	25.868135
midday	noon	28.301095
