tiger	cat	0.69545
tiger	tiger	1.0
plane	car	0.74098
train	car	0.679436
television	radio	0.85102
media	radio	0.64386
bread	butter	0.825516
cucumber	potato	0.644316
doctor	nurse	0.783628
professor	doctor	0.577632
student	professor	0.634597
smart	stupid	0.576265
wood	forest	0.602184
money	cash	0.749205
king	queen	0.607439
king	rook	0.507564
bishop	rabbi	0.518753
fuck	sex	0.126655
football	soccer	0.817302
football	basketball	0.846514
football	tennis	0.675369
Arafat	Jackson	0.260429
physics	chemistry	0.793001
vodka	gin	0.564957
vodka	brandy	0.458447
drink	eat	0.719359
car	automobile	0.608607
gem	jewel	0.478367
journey	voyage	0.774524
boy	lad	0.627348
coast	shore	0.762562
asylum	madhouse	0.312223
magician	wizard	0.685856
midday	noon	0.751462
furnace	stove	0.760007
food	fruit	0.669407
bird	cock	0.525924
bird	crane	0.571361
food	rooster	0.480443
money	dollar	0.556627
money	currency	0.492469
tiger	jaguar	0.637969
tiger	feline	0.521337
tiger	carnivore	0.589225
tiger	mammal	0.616801
tiger	animal	0.634684
tiger	organism	0.416742
tiger	fauna	0.574899
psychology	psychiatry	0.859338
psychology	science	0.771045
psychology	discipline	0.55622
planet	star	0.268598
planet	moon	0.719297
planet	sun	0.597662
precedent	example	0.609751
precedent	antecedent	0.847814
cup	tableware	0.470611
cup	artifact	0.308351
cup	object	0.160265
cup	entity	0.193075
jaguar	cat	0.472681
jaguar	car	0.636742
mile	kilometer	0.847009
skin	eye	0.592198
Japanese	American	0.661001
century	year	0.600685
announcement	news	0.498582
doctor	personnel	0.381556
Harvard	Yale	0.819703
hospital	infrastructure	0.447834
life	death	0.524796
travel	activity	0.446625
type	kind	0.764762
street	place	0.452822
street	avenue	0.576479
street	block	0.605301
cell	phone	0.586887
dividend	payment	0.718785
calculation	computation	0.79816
profit	loss	0.637719
dollar	yen	0.765044
dollar	buck	0.416208
phone	equipment	0.340103
liquid	water	0.711451
marathon	sprint	0.575773
seafood	food	0.87678
seafood	lobster	0.742137
lobster	food	0.588871
lobster	wine	0.735748
championship	tournament	0.802329
man	woman	0.894404
man	governor	0.426029
murder	manslaughter	0.849348
opera	performance	0.414136
Mexico	Brazil	0.580281
glass	metal	0.711656
aluminum	metal	0.775841
rock	jazz	0.666754
museum	theater	0.604903
shower	thunderstorm	0.476004
monk	oracle	0.416395
cup	food	0.382545
journal	association	0.463967
street	children	0.393639
car	flight	0.520031
space	chemistry	0.480646
situation	conclusion	0.576861
word	similarity	0.424441
peace	plan	0.395723
consumer	energy	0.640373
ministry	culture	0.522051
smart	student	0.222234
investigation	effort	0.610786
image	surface	0.596422
life	term	0.46568
start	match	0.535522
computer	news	0.294061
board	recommendation	0.515612
lad	brother	0.454541
observation	architecture	0.67663
coast	hill	0.662594
deployment	departure	0.650954
benchmark	index	0.687382
attempt	peace	0.355592
consumer	confidence	0.539848
start	year	0.233737
focus	life	0.32464
development	issue	0.431996
theater	history	0.470583
situation	isolation	0.725834
profit	warning	0.436969
media	trading	0.481036
chance	credibility	0.596925
precedent	information	0.548286
architecture	century	0.482001
population	development	0.575621
stock	live	0.15985
peace	atmosphere	0.396038
morality	marriage	0.494566
minority	peace	0.412188
atmosphere	landscape	0.661523
report	gain	0.303289
music	project	0.242026
seven	series	0.523137
experience	music	0.465398
school	center	0.396576
five	month	0.24873
announcement	production	0.475954
morality	importance	0.718484
money	operation	0.336826
delay	news	0.283108
governor	interview	0.39425
practice	institution	0.679151
century	nation	0.481262
coast	forest	0.708698
shore	woodland	0.67807
drink	car	0.422413
president	medal	0.319692
prejudice	recognition	0.571582
viewer	serial	0.460068
peace	insurance	0.290382
Mars	water	0.259402
media	gain	0.254343
precedent	cognition	0.60771
announcement	effort	0.518727
line	insurance	0.318208
crane	implement	0.246676
drink	mother	0.457315
opera	industry	0.33515
volunteer	motto	0.257833
listing	proximity	0.684689
precedent	collection	0.520719
cup	article	0.228756
sign	recess	0.391633
problem	airport	0.429154
reason	hypertension	0.459558
direction	combination	0.665846
Wednesday	news	0.455189
glass	magician	0.423511
cemetery	woodland	0.724833
possibility	girl	0.144517
cup	substance	0.303501
forest	graveyard	0.585388
stock	egg	0.125916
month	hotel	0.262354
energy	secretary	0.312917
precedent	group	0.409446
production	hike	0.237282
stock	phone	0.216623
holy	sex	0.256139
stock	CD	0.301697
drink	ear	0.427569
delay	racism	0.267279
stock	life	0.295556
stock	jaguar	0.365943
monk	slave	0.55467
lad	wizard	0.479533
sugar	approach	0.350946
rooster	voyage	0.477776
noon	string	0.282723
chord	smile	0.632343
professor	cucumber	0.363902
king	cabbage	0.629314
