tiger	cat	0.687576
tiger	tiger	1.0
plane	car	0.676193
train	car	0.649853
television	radio	0.856628
media	radio	0.608641
bread	butter	0.861833
cucumber	potato	0.803743
doctor	nurse	0.763858
professor	doctor	0.286001
student	professor	0.492914
smart	stupid	0.534328
wood	forest	0.549656
money	cash	0.692057
king	queen	0.793215
king	rook	0.345953
bishop	rabbi	0.673345
football	soccer	0.791185
football	basketball	0.748671
football	tennis	0.643976
Arafat	Jackson	0.112491
physics	chemistry	0.800737
vodka	gin	0.764189
vodka	brandy	0.716766
drink	eat	0.753251
car	automobile	0.421811
gem	jewel	0.452206
journey	voyage	0.799903
boy	lad	0.657666
coast	shore	0.644818
asylum	madhouse	-0.132114
magician	wizard	0.514101
midday	noon	0.75628
furnace	stove	0.659873
food	fruit	0.660524
bird	cock	0.431462
bird	crane	0.365018
food	rooster	0.175215
money	dollar	0.437372
money	currency	0.393107
tiger	jaguar	0.31995
tiger	feline	0.389558
tiger	carnivore	0.239052
tiger	mammal	0.536265
tiger	animal	0.607621
tiger	organism	0.417889
tiger	fauna	0.318388
psychology	psychiatry	0.775072
psychology	science	0.743411
psychology	discipline	0.311421
planet	star	0.161982
planet	moon	0.633303
planet	sun	0.578675
precedent	example	0.389731
precedent	antecedent	0.135513
cup	tableware	0.342704
cup	artifact	0.143458
cup	object	0.112302
cup	entity	0.030828
jaguar	cat	0.267539
jaguar	car	0.153181
mile	kilometer	0.734005
skin	eye	0.604754
Japanese	American	0.6194
century	year	0.619341
announcement	news	0.421024
doctor	personnel	0.219255
Harvard	Yale	0.898856
hospital	infrastructure	0.125958
life	death	0.474001
travel	activity	0.220752
type	kind	0.755071
street	place	0.273326
street	avenue	0.450035
street	block	0.421751
cell	phone	0.453398
dividend	payment	0.557264
calculation	computation	0.563306
profit	loss	0.549377
dollar	yen	0.739638
dollar	buck	0.200118
phone	equipment	0.237077
liquid	water	0.66607
marathon	sprint	0.681361
seafood	food	0.727595
seafood	lobster	0.714315
lobster	food	0.458418
lobster	wine	0.637349
championship	tournament	0.700524
man	woman	0.892773
man	governor	0.362056
murder	manslaughter	0.777823
opera	performance	0.143659
Mexico	Brazil	0.430605
glass	metal	0.773212
aluminum	metal	0.771215
rock	jazz	0.721713
museum	theater	0.623098
shower	thunderstorm	0.503535
monk	oracle	0.187565
cup	food	0.24811
journal	association	0.226046
street	children	0.18614
car	flight	0.436472
space	chemistry	0.312219
situation	conclusion	0.426248
word	similarity	0.393897
peace	plan	0.30349
consumer	energy	0.469458
ministry	culture	0.259215
smart	student	0.019114
investigation	effort	0.448416
image	surface	0.368289
life	term	0.457667
start	match	0.467712
computer	news	0.186246
board	recommendation	0.504618
lad	brother	0.459074
observation	architecture	0.42491
coast	hill	0.591249
deployment	departure	0.358965
benchmark	index	0.608759
attempt	peace	0.305248
consumer	confidence	0.266023
start	year	0.20475
focus	life	0.265796
development	issue	0.137912
theater	history	0.267314
situation	isolation	0.471736
profit	warning	0.1403
media	trading	0.302118
chance	credibility	0.381322
precedent	information	0.212709
architecture	century	0.300592
population	development	0.227179
stock	live	-0.038473
peace	atmosphere	0.298652
morality	marriage	0.39126
minority	peace	0.19745
atmosphere	landscape	0.660011
report	gain	0.179426
music	project	0.084941
seven	series	0.392371
experience	music	0.376228
school	center	0.321315
five	month	0.186414
announcement	production	0.084022
morality	importance	0.409477
money	operation	0.176643
delay	news	0.164347
governor	interview	0.163703
practice	institution	0.291772
century	nation	0.363978
coast	forest	0.595848
shore	woodland	0.388926
drink	car	0.36079
president	medal	0.155406
prejudice	recognition	0.283633
viewer	serial	0.265651
peace	insurance	0.107975
Mars	water	0.203611
media	gain	0.078777
precedent	cognition	0.074096
announcement	effort	0.39942
line	insurance	0.091911
crane	implement	-0.004156
drink	mother	0.333949
opera	industry	0.100105
volunteer	motto	0.099868
listing	proximity	0.152095
precedent	collection	0.039435
cup	article	0.066425
sign	recess	0.1248
problem	airport	0.266615
reason	hypertension	0.116719
direction	combination	0.312123
Wednesday	news	0.31513
glass	magician	0.145654
cemetery	woodland	0.555606
possibility	girl	0.160069
cup	substance	0.125674
forest	graveyard	0.473726
stock	egg	0.184019
month	hotel	0.186118
energy	secretary	0.0238
precedent	group	0.06037
production	hike	0.241461
stock	phone	0.107225
holy	sex	0.150225
stock	CD	0.22463
drink	ear	0.411956
delay	racism	0.054127
stock	life	0.15818
stock	jaguar	-0.088533
monk	slave	0.407379
lad	wizard	0.461925
sugar	approach	0.113924
rooster	voyage	0.185248
noon	string	-0.077996
chord	smile	0.447052
professor	cucumber	0.044196
king	cabbage	0.24018
